Accepted.Name,mean.m1.length,mean.m1.width,overall.n.sampled.m1.length,overall.n.sampled.m1.width,measured.m1,ref,notes,Uncertain,alt.body.mass,continent
Sorex lacustris,1.64,0.92,7,7,,Paulson 1961,Paulson 1961 (Cudahy),,,US
Sorex megapalustris,1.82,1.12,4,4,,Paulson 1961,Paulson 1961 (Cudahy: includes type),,,US
Sorex meltoni,1.16,0.64,1,1,,Hibbard and Bjork 1971,Hibbard and Bjork 1971 (type: Hagerman),,,US
Sorex powersi,1.47,0.83,1,1,,Hibbard and Bjork 1971,Hibbard and Bjork 1971 (type: Hagerman),,,
Sorex pratensis,1.4,0.85,1,1,,Eshelman and Hager 1984,Eshelman and Hager 1984 (Hall Ash),,,US
Spalacolestes cretulablatta,1.002,0.801,2,2,,Cifelli and Madsen 1999,Cifelli and Madsen 1999 (Mussentuchit),,,
Spalacotheridium noblei,0.888,0.71,1,1,,Cifelli and Madsen 1999,Cifelli and Madsen 1999 (Mussentuchit),,,
Spermophilus armatus,1.5,2.7,1,1,,Alroy 2000,"Green 1963 (""Citellus"": Recent)",,,
Spermophilus cragini,2.835,3.795,12,12,,Goodwin and Hayes 1994,Goodwin and Hayes 1994,,,
Spermophilus cyanocittus,1.82,2.11,2,2,,Korth 1997,Korth 1997b (type: Blue Jay Quarry),,,
Spermophilus dotti,2.415566667,2.865566667,5,5,,Stevens 1966,Stevens 1966 (type: Buis Ranch),,,US
Spermophilus fricki,2.2,2.9,1,1,,Black 1963,Black 1963b,,,
Spermophilus howelli,1.993333333,2.4,49,49,,Kelly 1994,Kelly 1994 (Fish Spring Flat),,,US
Spermophilus jerae,1.78,2.06,3,3,,Sutton and Korth 1995,Sutton and Korth 1995,,,
Spermophilus lorisrusselli,2.25,2.35,1,1,,Hibbard 1975,Hibbard 1975 (type: Wilson Valley),,,US
Spermophilus matachicensis,2.3,2.7,1,1,,Black 1963,Black 1963b,,,
Spermophilus matthewi,2.8,3.1,1,1,,Black 1963,Black 1963b,,,
Spermophilus mckayensis,2,2.7,2,2,,Black 1963,Black 1963b (apparently corrects measurements of type of Shotwell 1956),,,
Spermophilus meadensis,1.75125,2.2625,15,15,,Martin et al. 2003,Martin et al. 2003 (Rick Forester),,,
Spermophilus primitivus,1.8,2.175,3,3,,Black 1963,Black 1963b,,,
Spermophilus rexroadensis,2.585,3.09,2,2,,Alroy 2000,Martin et al. 2002 (Deer Park B),,,
Spermophilus shotwelli,2.4167,3,6,6,,Black 1963,Black 1963b,,,
Spermophilus tridecemlineatus,1.74,1.98,12,12,,Guilday et al. 1978,Guilday et al. 1978 (Baker Bluff),,,
Spermophilus wellingtonensis,2.42,3.02,1,1,,Kelly 1997,Kelly 1997 (type: Wellington Hills),,,US
Spermophilus wilsoni,2.41,2.755,2,2,,Black 1963,Black 1963b (apparently corrects measurements of type of Shotwell 1956),,,
Sphacorhysis burntforkensis,1.9,1.5,1,1,,Gunnell 1995,Gunnell 1995a (type: UM BRW-264),,,US
Spilogale putorius,7.049166667,3.089583333,83,83,,Alroy 2000,Gidley and Gazin 1933 (type: Cumberland Cave),,,
Spilogale rexroadi,5.55,2.491666667,7,7,,Hibbard 1941,Hibbard 1941a (type: Rexroad 3),,,
Stegomastodon mirificus,111.72,71.04,6,6,,Alroy 2000,"Osborn 1936 (Blanco ""S. sp.""; repeated by Savage 1955)",,,
Steinius annectens,2.9,2.25,1,1,,Bown and Rose 1991,,,,US
Steinius vespertinus,2.45,1.9,2,2,,Bown and Rose 1991,"see also Gazin 1962, Matthew 1915",,,
Stelocyon arctylos,7.5,5.4,1,1,,Gingerich 1978,Gingerich 1978 (type: SE of Belfry),,,US
Stenoechinus tantalus,2.5,1.5,1,1,,Alroy 2000,Rich 1981 (Slump),,,
Stenomylus gracilis,14,7,1,1,,Peterson 1907,Peterson 1907 (type?),,,
Stenomylus hitchcocki,13.6667,6.5333,3,3,,Woodburne et al. 1974,Woodburne et al. 1974,,,
Sthenictis dolichops,15.5,5.9,2,2,,Matthew 1924,Matthew 1924,,,
Sthenictis junturensis,12.7,5.8,1,1,,Shotwell and Russell 1963,Shotwell and Russell 1963 (type: UO 2344),,,US
Sthenodectes incisivum,33,25,1,1,,Peterson 1934,Peterson 1934a (type: Uinta A; repeated by Wilson 1977a),,,US
Stibarus montanus,4.5,3.9,1,1,,Macdonald 1955,Macdonald 1955 (remeasured from Matthew 1903a; see Edwards 1976),,,
Stibarus obtusilobus,4.26,3.38,5,5,,Macdonald 1955,Macdonald 1955 (remeasured from Galbreath 1953; see Edwards 1976),,,
Stibarus quadricuspis,4.4,3.5333,3,3,,Macdonald 1955,Macdonald 1955 (see Edwards 1976),,,
Stibarus yoderensis,4.9,3.7,1,1,,Macdonald 1955,Macdonald 1955,,,
Stirtonhyus xiphodonticus,12.9625,10.2364625,32,32,,Woodburne 1969,Woodburne 1969 (type: Grover),,,
Stirtonia tatacoensis,5.8,NA,1,NA,,Stirton 1951,,,,
Stockia powayensis,2.8475,2.135,3,3,,Lillegraven 1980,Lillegraven 1980,,,
Strathcona major,2.31,2.24,1,1,,Dawson 2001,Dawson 2001 (type: Ellesmere Island),,,CA
Strathcona minor,1.95,1.85,1,1,,Dawson 2001,Dawson 2001 (type: Ellesmere Island),,,CA
Stratimus strobeli,1.125,1.435,3,3,,Skwara 1988,Skwara 1988,,,
Strigorhysis bridgerensis,2.2333,1.95,3,3,,Bown and Rose 1987,Bown and Rose 1987,,,
Strigorhysis huerfanensis,2.85,2.2,1,1,,Bown and Rose 1987,Bown and Rose 1987 (type),,,
Stuckyhyus siouxensis,16,12,1,1,,Peterson 1906,Peterson 1905b (type: Niobrara River),,,
Stygimys gratus,3.42,1.56,6,6,,Archibald 1982,Archibald 1982 (UCMP V-74111),,,US
Stygimys jepseni,3.1,1.4,1,1,,Simpson 1937,Simpson 1937a (Gidley Quarry: type; see also Simpson 1935d),,,
Stygimys kuszmauli,4.44,1.87,4,4,,Archibald 1982,Archibald 1982 (UCMP V-74111),,,US
Stylinodon mirus,11.53333333,11.73333333,3,3,,Schoch and Lucas 1981,Schoch and Lucas 1981 (type: Bridger),,,US
Subhyracodon,16,13,2,2,,Schlaikjer 1935,"Schlaikjer 1935b (type, Yoder: repeated by Kihm 1987)",,,
Subhyracodon mitis,26,17.5,1,1,,Schlaikjer 1935,Schlaikjer 1935b (based on Wood?),,,
Subhyracodon occidentalis,29.15,19.9,1,1,,Alroy 2000,Manning 1999 (Big Black River Unit K),,,
Submerycochoerus bannackensis,17.9,12,1,1,,Thorpe 1937,Thorpe 1937,,,
Sunkahetanka geringensis,17.63,8.05,4,4,,Wang 1994,Wang 1994 (includes type remeasured from Macdonald 1967b),,,
Superdesmatochoerus lulli,23.5,17,1,1,,Thorpe 1937,Thorpe 1937,,,
Superdesmatochoerus microcephalus,21,16,1,1,,Thorpe 1937,Thorpe 1937,,,
Symmetrodontoides canadensis,1.3,1.1,1,1,,Cifelli and Madsen 1986,Cifelli and Madsen 1986,,,
Symmetrodontoides foxi,1.1,1.1,1,1,,Cifelli and Madsen 1986,Cifelli and Madsen 1986,,,
Symmetrodontomys daamsi,1.55,1.04,9,9,,Martin et al. 2002,Martin et al. 2002 (Pipe Creek Sinkhole),,,US
Symmetrodontomys simplicidens,1.71,1.08,8,8,,Hibbard 1964,Hibbard 1964c (referred: Saw Rock Canyon),,,US
Synaptomys (Mictomys) borealis,2.9,1.2,1,1,,Wilson 1933,"Wilson 1933 (Recent: ""S. borealis wrangeli"")",,,
Synaptomys cooperi,2.8,1.4,1,1,,Alroy 2000,Dalquest 1965 (Groesbeck Creek),,,
Synaptomys morgani,3.11,1.19,16,16,,Martin et al. 2003,Martin_et_al. 2003 (Haile 16A: includes type),,,US
Tachylagus gawneae,2.34,2.64,4,4,,Storer 1992,Storer 1992 (Lac Pelletier: p4 or m12),,,CA
Taeniolabis lamberti,16,8,1,1,,Simmons 1987,Simmons 1987 (type: Bechtold),,,US
Taeniolabis taoensis,19.96666667,10.3,39,39,,Granger and Simpson 1929,"Granger and Simpson 1929 (San Juan Basin: specimens NOT listed by Simmons 1987; includes type of ""Polymastodon selenodus"")",,,US
Tafimys powelli,2.42,1.42,30,30,,Ortiz et al. 2000,,,,AR
Talpavoides dartoni,1.27785,0.91145,8,8,,Bown and Schankler 1982,Bown and Schankler 1982 (Willwood Fm.),,,
Talpavus conjunctus,1.89,1.48,3,3,,Storer 1995,Storer 1995b (Lac Pelletier Lower: includes type),,,CA
Talpavus duplus,1.5,1.25,2,2,,Krishtalka 1976,Krishtalka 1976a (type: Myton Pocket),,,US
Talpavus nitidus,1.4,1.043333333,9,9,,Robinson 1968,Robinson 1968b (referred: Dry Creek),,,US
Tamias aristus,2.12,2.29,1,1,,Alroy 2000,Ray 1965 (Ladds: repeated by Guilday et al. 1978),,,US
Tamias ateles,1.335283333,1.491666667,13,13,,Voorhies 1990,Voorhies 1990 (Norden Bridge Quarry),,,US
Tamias striatus,1.600833333,1.711666667,35,35,,Alroy 2000,Ray 1965 (Recent: repeated by Guilday et al. 1978),,,
Tamiasciurus hudsonicus,2.01,2.21,29,29,,Guilday et al. 1978,Guilday et al. 1978 (Baker Bluff: m12),,,
Tanymykter brachyodontus,14.6,11.6,1,1,,Dingus 1990,Dingus 1990,,,
Tapirus,21,16.46,1,1,,Holanda and Rincon 2012,,,,VE
Tapirus (Helicotapirus) haysii,25.348,21.536,17,17,,Alroy 2000,"Simpson 1945 (see also Ray 1964, Hulbert 1995a)",,,
Tapirus (Helicotapirus) lundeliusi,22.65,17.6,4,4,,Hulbert 2010,,,,US
Tapirus (Helicotapirus) veroensis,22.35375,19.2925,24,24,,Lundelius 1972,Lundelius 1972 (Ingleside),,,
Tapirus johnsoni,21.35,17.8,2,2,,Schultz et al. 1975,Schultz et al. 1975,,,
Tapirus merriami,24.9,22.1,2,2,,Agenbroad and Downs 1984,,,,US
Tapirus polkensis,18.1,14.5,1,1,,Schultz et al. 1975,Schultz et al. 1975 (UNSM Wt-15),,,US
Tapirus webbi,23.2,17,17,17,,MacFadden and Hulbert 1990,MacFadden and Hulbert 1990 (Love Bone Bed),,,US
Tapochoerus egressus,7.24,4.93,4,4,,Walsh 2000,Walsh 2000 (Tapo Canyon: material of Stock 1934),,,US
Tapochoerus mcmillini,5.62,3.76,4,4,,Walsh 2000,Walsh 2000 (Jeff's Discovery),,,US
Tapocyon dawsonae,10.87,7.17,1,1,,Wesley and Flynn 2003,Wesley and Flynn 2003 (Jeff's Discovery),,,US
Tapocyon robustus,12.44142857,7.671428571,8,8,,Gazin 1956,Gazin 1956b,,,
Tapomys tapensis,4.59,4.4125,3,3,,Wood 1962,Wood 1962 (type: CIT 180; remeasured from Wilson 1940a),,,US
Tardontia nevadans,2.7,1.9,1,1,,Shotwell 1958,Shotwell 1958b (type: Stewart Springs),,,
Tardontia occidentale,2.5,2.25,1,1,,Macdonald 1956,Macdonald 1956a,,,
Tarka stylifera,6.025,5.575,3,3,,McKenna 1990,McKenna 1980b (type),,,
Tarkadectes montanensis,4,3.1,1,1,,McKenna 1990,McKenna 1980b (type),,,
Tatmanius szalayi,1.9,1.6,1,1,,Bown and Rose 1991,,,,US
Taubatherium paulacoutoi,24.2,12.5,1,1,,Soria and Alvarenga 1989,,,,BR
Taxidea taxus,13.64857143,5.962857143,15,15,,Butterworth 1916,"Butterworth 1916 (Recent, California)",,,
Taxidea taxus marylandica,14.3,5.2,1,1,,Gidley and Gazin 1938,Gidley and Gazin 1938 (type: Cumberland Cave),,,
Tayassu pecari,NA,12.76666667,3,3,,Frailey and Campbell 2012,,,,PE
Tedfordhyus occidentalis,10.98,8.63,5,5,,Woodburne 1969,Woodburne 1969 (type: Valley View Quarry),,,US
Teilhardina americana,1.96,1.61,26,26,,Bown and Rose 1987,Bown and Rose 1987,,,
Teilhardina crassidens,1.84,1.64,13,13,,Bown and Rose 1987,Bown and Rose 1987,,,
Teilhardina demissa,1.9,1.5,1,1,,Rose 1995,Rose 1995 (type: USGS D-1897),,,US
Teilhardina tenuicula,1.701,1.4475,5,5,,Szalay 1976,Szalay 1976 (Wasatchian: apparently includes Bitter Creek specimen of Gazin 1962),,,
Teleoceras hicksi,48.975,34.925,3,3,,Dalquest and Mooser 1980,Dalquest and Mooser 1980 (Rancho El Ocote),,,MX
Teleoceras major,46.4,33,23,23,,Mead 2000,Mead 2000 (Poison Ivy Quarry: females),,,US
Teleoceras medicornutum,49.3,35.8,2,2,,Prothero and Manning 1987,Prothero and Manning 1987 (includes type),,,
Teleoceras meridianum,38.8,31.3,1,1,,Prothero and Manning 1987,Prothero and Manning 1987,,,
Teleoceras proterum,47.9,28,20,20,,MacFadden and Hulbert 1990,MacFadden and Hulbert 1990 (Love Bone Bed),,,US
Teleodus avus,53,40,1,1,,Lucas and Schoch 1982,Lucas and Schoch 1982 (type),,,
Teletaceras mortivallis,15.2,10.2,1,1,,Hanson 1989,Hanson 1989,,,
Teletaceras radinskyi,19.4,13.2,24,24,,Hanson 1989,Hanson 1989,,,
Telmatherium validus,27,19,2,2,,McGrew et al. 1959,McGrew 1959 (Hyopsodus Hill),,,US
Temnocyon altigenis,18.85,9.4,2,2,,Alroy 2002,Stock 1933e (type: John Day),,,
Temnocyon ferox,21.4,10.4,1,1,,Stock 1933,Stock 1933e (type: John Day),,,
Temnocyon percussor,24.2,11.6,1,1,,Macdonald 1970,Macdonald 1970,,,
Tenudomys bodei,1.5,1.65,1,1,,Wilson 1949,Wilson 1949c (type: South Mountain),,,US
Tenudomys macdonaldi,1.65,2.11,1,1,,Rensberger 1973,"Rensberger 1973c (type: SDSM V-5347; ""Pleurolicus leptophrys"" of Macdonald 1963)",,,US
Tephrocyon rurestris,19.2,7.1,4,4,,Wang et al. 1999,Wang et al. 1999 (includes type),,,
Tetonius matthewi,2.27,2.1,70,70,,Bown and Rose 1987,Bown and Rose 1987,,,
Tetonius mckennai,2.06,1.64,5,5,,Bown and Rose 1987,Bown and Rose 1987,,,
Tetonoides pearcei,1.65,1.5,1,1,,Bown and Rose 1984,Bown and Rose 1984 (type: see also Gazin 1962),,,
Tetraclaenodon puercensis,7.944,6.534,41,41,,Simpson 1959,Simpson 1959 (Cuba Mesa),,,US
Tetrapassalus mckennai,1,0.9,1,1,,West 1973,West 1973e (type: Simpson 1959),,,
Texoceros altidens,9.7875,5.3625,8,8,,Dalquest 1983,Dalquest 1983 (Coffee Ranch),,,US
Texomys ritchiei,2.0367,1.9233,3,3,,Slaughter 1981,Slaughter 1981 (Fleming Fm.: m12),,,
Texomys stewarti,1.2933,1.35,3,3,,Slaughter 1981,Slaughter 1981 (Panama),,,PA
Thelysia artemia,3.8,2.7,1,1,,Gingerich 1982,Gingerich 1982d (type: SC-167),,,
Thinocyon velox,6.3,3.7,1,1,,Gunnell 1998,Gunnell 1998c (UM BB-7),,,US
Thinohyus lentus,13,7.5,2,2,,Pearson 1923,Pearson 1923 (John Day),,,
Thisbemys corrugatus,3.731818182,3.5603,38,38,,Nelson 1974,Nelson 1974 (State Line Quarry: m1),,,US
Thisbemys elachistos,2.1975,2.0675,2,2,,Korth 1984,"Korth 1984 (type, Huerfano II)",,,US
Thisbemys perditus,3.04,3.02,23,23,,Korth 1984,"Korth 1984 (includes ""Leptotomus huerfanensis,"" ""Paramys excavatus gardneri,"" ""T. perditus"" and part of ""T. nini"" of Wood 1962)",,,
Thisbemys uintensis,4.58,4.42,1,1,,Wood 1962,"Wood 1962 (type, Wagonhound Member: m12)",,,US
Thomomys carsonensis,1.14,1.73,1,1,,Kelly 1994,Kelly 1994 (type: Fish Spring Flat),,,US
Thomomys gidleyi,1.177766667,1.877766667,5,5,,Wilson 1933,Wilson 1933 (type: Hagerman),,,US
Thomomys potomacensis,1.45,2.1,2,2,,Alroy 2000,Gidley and Gazin 1933 (type: Cumberland Cave),,,
Thryptacodon antiquus,6.25,4.6,1,1,,Alroy 2000,Rose 1981 (Clark's Fork Basin),,,
Thryptacodon australis,6.4475,4.4875,4,4,,Simpson 1935,Simpson 1935c (type: Mason Pocket),,,US
Thryptacodon barae,5.6,3.8,1,1,,Gingerich 1989,Gingerich 1989,,,
Thryptacodon orthogonius,5.634,3.88,5,5,,Winterfeld 1982,Winterfeld 1982 (Rock Springs Uplift UW V-77010),,,
Thryptacodon pseudarctos,7.4,5.9,1,1,,Gingerich 1978,"Gingerich 1978 (Buckman Hollow, new)",,,US
Thylacaelurus campester,1.835,1.4,2,2,,Storer 1995,Storer 1995b (Lac Pelletier Lower),,,CA
Thylacaelurus montanus,2.08,1.72,1,1,,Ostrander 1987,Ostrander 1987 (Raben Ranch - m1 or 2!),,,
Thylacodon montanensis,2.39,1.36,9,9,,Archibald 1982,Archibald 1982 (UCMP V-74111),,,US
Thylacodon pusillus,2.386,1.279,2,2,,Eberle and Lillegraven 1998,Eberle and Lillegraven 1998a (UW V-91004),,,US
Thylamys colombianus,1.8,0.85,1,1,,Goin 1997,,,,CO
Thylamys minutus,1.2,0.6,1,1,,Goin 1997,,,,
Thylamys pinei,1.58,0.66,1,1,,Goin et al. 2000,,,,AR
Thylatheridium dolgopolae,2.6,1.8,1,1,,Goin and Montalvo 1988,,,,AR
Thylatheridium hudsoni,2.2,1.3,1,1,,Goin and Montalvo 1988,,,,AR
Thyroptera lavali,1.2,0.775,1,2,,Czaplewski et al. 2003,Trigonid width,,,CO
Ticholeptus hypsodus,15,12,1,1,,Thorpe 1937,Thorpe 1937,,,
Ticholeptus obliquidens,14,12,1,1,,Thorpe 1937,Thorpe 1937,,,
Tillodon fodiens,16.6,16.05,2,2,,Miyata and Tomida 1998,Miyata and Tomida 1998 (type),,,
Tillomys senex,1.9,1.9,1,1,,Wilson 1938,Wilson 1938b (AMNH Henry's Fork),,,
Tinimomys graybulliensis,1.165714286,0.985714286,22,22,,Robinson 1994,Robinson 1994 (type: UCM 81003),,,US
Titanoides gidleyi,21.7,15,1,1,,Jepsen 1930,Jepsen 1930 (type: near Princeton Quarry),,,
Titanoides looki,19,14.4,1,1,,Gingerich 1996,Gingerich 1996 (type: Sparactolambda Quarry),,,US
Titanoides nanus,17.3,12.9,2,2,,Gingerich 1996,Gingerich 1996 (type: SC-19),,,US
Titanoides primaevus,21.65,19.4,2,2,,Gazin 1956,Gazin 1956a,,,
Tiznatzinia vanderhoofi,3.2,2.9,1,1,,Simpson 1936,Simpson 1936b (type: Barrel Spring Arroyo),,,US
Tomarctus brevirostris,22.54,8.77,30,30,,Wang et al. 1999,Wang et al. 1999 (includes type),,,
Tomarctus hippophaga,19.84,8.07,97,97,,Wang et al. 1999,"Wang et al. 1999 (includes type, remeasured from Matthew and Cook 1909)",,,
Toromeryx marginensis,8,6.2,1,1,,Wilson 1974,Wilson 1974 (type: TMM 31281),,,US
Torrejonia sirokyi,3.75,2.9,3,3,,Szalay 1973,Szalay 1973 (Saddle),,,US
Torrejonia wilsoni,3.5,2.7,2,2,,Gazin 1968,Gazin 1968b,,,
Toxotherium hunteri,10.1,6.25,4,4,,Emry 1979,"Emry 1979 (Saskatchewan, Wyoming)",,,
Tregosorex holmani,1.94,1.35,2,2,,Dalquest et al. 1996,Dalquest et al. 1996 (Whisenhunt Quarry),,,US
Tremacyllus impressus,3.45,2.04,20,20,,Cerdeno and Bond 1998,,,,
Tricentes subtrigonus,5.575,4.6025,4,4,,Gingerich 1978,"Gingerich 1978 (type, Gidley Quarry: remeasured from Simpson 1935d, 1937a)",,,US
Trigenicus profectus,9.45,7.75,2,2,,Wilson 1974,Wilson 1974 (Peanut Peak),,,US
Trigodon gaudryi,50,19.5,1,1,,Mones 1967,,,,
Trigonias osborni,27.7,19.6,1,1,,Russell 1982,"Russell 1982 (""T. sp. D"": Calf Creek)",,,CA
Trigonictis cookii,11.45,5.05,6,6,,Ray et al. 1981,"Ray et al. 1981 (Hagerman: includes type and other material of Gazin 1934b, Zakrzewski 1967b)",,,
Trigonictis macrodon,13.53333333,5.883333333,20,20,,Hibbard 1941,"Hibbard 1941a (type: Rexroad 3; repeated by Zakrzewski 1967b, Ray et al. 1981)",,,
Triisodon quivirensis,16.5,9.5,1,1,,Alroy 2000,Tomida 1980 (UALP 7897),,,US
Trilaccogaulus lemhiensis,2.78,2.24,1,1,,Nichols 1976,Nichols 1976 (Peterson Creek),,,US
Trilaccogaulus ovatus,2.29125,1.82125,24,24,,Macdonald 1972,"Macdonald 1972 (""P. riggsi"")",,,
Trilophodon ligoniferus,121,72,1,1,,Alroy 2000,Osborn 1936 (type),,,
Triplopus cubitalis,10.9,7.67,7,7,,Radinsky 1967,Radinsky 1967a (includes type measured by Wood 1936c??),,,
Triplopus implicatus,13.56,9.21,7,7,,Radinsky 1967,Radinsky 1967a,,,
Triplopus obliquidens,12.45,8.16,11,11,,Radinsky 1967,Radinsky 1967a,,,
Triplopus rhinocerinus,15.4,10,1,1,,Schlaikjer 1935,Schlaikjer 1935b (based on Wood?),,,
Triplopus woodi,14.1,9.3,1,1,,Stock 1936,Stock 1936c (type: CIT 128),,,US
Tritemnodon strenuus,7.97,4.77,3,3,,Gingerich and Deutsch 1989,Gingerich and Deutsch 1989 (Bighorn Basin; San Jose Fm.),,,
Trogolemur amplior,2.1,1.675,2,2,,Alroy 2000,Beard et al. 1992 (type),,,
Trogolemur myodes,1.6811,1.433333333,11,11,,Bown and Rose 1991,"see also Gazin 1958a, Matthew 1909",,,US
Trogosus castoridens,13.5,13.2,1,1,,Miyata and Tomida 1998,Miyata and Tomida 1998 (cast of type),,,
Trogosus gazini,15.4,14.15,2,2,,Miyata 2007,,,,US
Trogosus grangeri,16.8,14.53335,4,4,,Miyata and Tomida 1998,Miyata and Tomida 1998 (type),,,
Trogosus hillsii,15.7,13.4,1,1,,Miyata and Tomida 1998,Miyata and Tomida 1998 (type),,,
Trogosus hyracoides,16.75,14.8,2,2,,Miyata and Tomida 1998,Miyata and Tomida 1998,,,
Trogosus latidens,21.2,17.6,1,1,,Gunnell et al. 1992,Gunnell et al. 1992 (Wapiti Valley),,,US
Tubulodon atopum,3.1,2.1,1,1,,Rose et al. 1992,Rose et al. 1992 (MP-152),,,US
Turgidodon madseni,2.1733,1.1567,3,3,,Cifelli 1990,Cifelli 1990a,,,
Turgidodon petiminis,3.19,1.82,1,1,,Storer 1991,Storer 1991 (referred: Gryde),,,CA
Turgidodon russelli,2.5,1.3,24,24,,Fox 1979,Fox 1979a,,,
Tylionomys woodi,1.12,1,1,1,,McGrew 1941,McGrew 1941c,,,
Tytthaena parrisi,7.1,4.2,1,1,,Gingerich 1980,Gingerich 1980a (type: Cedar Point Quarry),,,US
Uintaceras radinskyi,26,18.9333,3,3,,Holbrook and Lucas 1997,Holbrook and Lucas 1997,,,
Uintacyon asodes,7.7,5.7,2,2,,Gazin 1952,Gazin 1952,,,
Uintacyon massetericus,6.95,4.45,2,2,,Gazin 1962,"Gazin 1962 (type: see also Matthew 1915a, Cope 1882)",,,
Uintacyon rudis,5.945,4.105,22,22,,Gingerich 1983,Gingerich 1983b (type: Matthew 1915; possibly included in following sample),,,
Uintanius ameghini,2.033333333,1.5,3,3,,Gazin 1958,Gazin 1958a,,,
Uintanius rutherfurdi,2,1.6,1,1,,Gunnell 1995,Gunnell 1995a (UM BB-90),,,US
Uintasorex montezumicus,0.88,0.63,1,1,,Kelly and Whistler 1994,Kelly and Whistler 1994,,,
Uintasorex parvulus,1.152385714,0.944757143,18,18,,Szalay 1969,"Szalay 1969c (type: remeasured from Gazin 1958a, Matthew 1909)",,,
Uintatherium anceps,25.1,15.8,1,1,,Turnbull 2002,,,,US
Uncia atrox,28.85,14.375,3,3,,Alroy 2000,Whitmore and Foster 1967 (Lost Chicken Creek),,,
Untermannerix copiosus,3.1389,2.155566667,5,5,,Alroy 2000,Rich 1981 (type),,,
Unuchinia asaphes,2.3,1.6,1,1,,Simpson 1936,Simpson 1936c (type: Scarritt Quarry),,,
Uriscus californicus,2.18,2.11,1,1,,Wood 1962,Wood 1962 (type: CIT 249),,,US
Urocitellus elegans,1.9,2.7,2,2,,Kent 1967,Kent 1967 (Uptegrove),,,
Urocitellus parryii,2.69,3.11,15,15,,Goodwin and Hayes 1994,Goodwin and Hayes 1994,,,
Urocitellus richardsonii,1.95,2.5875,6,6,,Gazin 1930,Gazin 1930 (Recent),,,
Urocyon cinereoargenteus,12.28666667,5.136666667,119,119,,Graham 1981,"Graham 1981 (Recent, Colorado)",,,
Ursus abstrusus,20.7,9.5,1,1,,Bjork 1970,Bjork 1970,,,
Ursus americanus,19.63952381,9.861904762,56,56,,Gidley and Gazin 1938,"Gidley and Gazin 1938 (""Euarctos americanus"": Recent)",,,
Ursus arctos,22.59666667,13.77666667,21,21,,Gittleman and Van Valkenburgh 1997,Gittleman and Van Valkenburgh 1997 (Recent: males),,,
Ustatochoerus compressidens,18,15.5,1,1,,Thorpe 1937,Thorpe 1937,,,
Ustatochoerus medius,14.53333333,12.33333333,4,4,,Peterson 1907,"Peterson 1907 (Upper Harrison, referred)",,,
Ustatochoerus medius novomexicanus,17,13,1,1,,Thorpe 1937,Thorpe 1937,,,
Ustatochoerus profectus,19,14.75,1,1,,Thorpe 1937,Thorpe 1937,,,
Utahia carina,1.79,1.01,1,1,,Muldoon and Gunnell 2002,Muldoon and Gunnell 2002 (type: UM SP-23),,,
Utahia kayi,1.835,1.475,2,2,,Szalay 1976,Szalay 1976 (type: Powder Wash; remeasured from Gazin 1958a),,,US
Valenia wilsoni,3.145,2.566,1,1,,Eberle and Lillegraven 1998,Eberle and Lillegraven 1998b (UW V-91002),,,US
Valgipes bucklandi,37.66666667,16.33333333,3,3,,Cartelle et al. 2009,,,,
Varalphadon wahweapensis,1.59,0.925,2,2,,Cifelli 1990,Cifelli 1990a,,,
Vassacyon promicrodon,8.015,5.59,5,5,,Gingerich 1983,Gingerich 1983b (Bighorn Basin: type),,,
Viejadjidaumo magniscopuli,1.27,1.28,1,1,,Wood 1974,Wood 1974 (type: TMM 40492; repeated by Ostrander 1983b),,,US
Villarroelia totoyoi,13.825,10.125,4,4,,Cifelli and Guerrero Diaz 1997,,,,
Viverravus acutus,4.485714286,2.567142857,109,109,,Polly 1997,"Polly 1997 (""Cf-3"")",,,
Viverravus gracilis,5.5125,3.6,4,4,,Simpson 1959,Simpson 1959c (type),,,
Viverravus laytoni,3.586666667,2.126666667,5,5,,Gingerich and Winkler 1985,Gingerich and Winkler 1985 (Princeton Quarry: includes type),,,US
Viverravus lutosus,4.925,2.795,2,2,,Gazin 1952,Gazin 1952,,,
Viverravus minutus,4.9,2.7,2,2,,Emry 1990,Emry 1990 (Elderberry Canyon Quarry),,,US
Viverravus politus,6.725,3.949166667,12,12,,Kihm 1984,Kihm 1984 (Piceance Creek Basin),,,
Viverravus rosei,3.103333333,1.745,4,4,,Polly 1997,"Polly 1997 (""Wa-2"")",,,
Viverravus schaffi,5.36,3.51,8,8,,Gingerich and Winkler 1985,Gingerich and Winkler 1985 (Clark's Fork Basin: includes type from Schaff Quarry),,,
Viverravus sicarius,6.88,4.175,3,3,,Eaton 1982,Eaton 1982,,,
Vulpavus australis,5.966666667,3.733333333,3,3,,Rich and Collinson 1973,Rich and Collinson 1973 (Flagstaff Limestone),,,
Vulpavus palustris,6.7,4.3,1,1,,Gunnell 1998,Gunnell 1998c (UM BI-40),,,US
Vulpes lagopus,12.92,4.835,10,10,,Gittleman and Van Valkenburgh 1997,Gittleman and Van Valkenburgh 1997 (Recent: males),,,
Vulpes macrotis,12.075,4.625,4,4,,Lundelius 1984,Lundelius 1984,,,
Vulpes stenognathus,14.05,5.3,2,2,,Savage 1941,"Savage 1941 (""cotype"": Optima; see also Leite 1990)",,,US
